ISR_M_d,ISR_frequency,ISR_sine_r[0],ISR_sine_r[1],ISR_sine_r[2],Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19
1,1,0.816157758,-0.908493578,0.0923358276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.816339254,-0.908362269,0.0920230076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.816520631,-0.908230841,0.09171018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.816702008,-0.908099353,0.0913973376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.816883266,-0.907967746,0.0910844877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.817064404,-0.90783602,0.0907716304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.817245483,-0.907704234,0.0904587656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.817426503,-0.907572389,0.0901458859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.817607403,-0.907440424,0.0898330063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.817788243,-0.9073084,0.0895201117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.817969024,-0.907176256,0.0892072096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.818149745,-0.907043993,0.0888943002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.818330348,-0.906911671,0.0885813758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.81851083,-0.906779289,0.0882684514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.818691313,-0.906646788,0.0879555121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.818871617,-0.906514227,0.0876425654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.819051921,-0.906381547,0.0873296112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.819232106,-0.906248748,0.0870166495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.819412231,-0.90611589,0.086703673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.819592297,-0.905982971,0.0863906965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.819772243,-0.905849934,0.086077705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.81995213,-0.905716836,0.0857647061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.820131898,-0.90558362,0.0854516998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.820311606,-0.905450284,0.085138686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.820491254,-0.905316889,0.0848256648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.820670784,-0.905183434,0.0845126361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.820850253,-0.90504986,0.0841995925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.821029663,-0.904916227,0.0838865489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.821208954,-0.904782474,0.0835734904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.821388185,-0.904648602,0.0832604244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.821567357,-0.90451467,0.082947351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.821746409,-0.904380679,0.0826342702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.821925402,-0.904246569,0.0823211819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.822104275,-0.904112399,0.0820080861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.822283089,-0.903978109,0.0816949829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.822461843,-0.903843701,0.0813818648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.822640538,-0.903709292,0.0810687467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.822819114,-0.903574705,0.0807556212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.82299757,-0.903440058,0.0804424807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.823176026,-0.903305352,0.0801293328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.823354363,-0.903170526,0.0798161849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.823532581,-0.903035641,0.0795030221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
