ISR_M_d,ISR_frequency,ISR_sine_r[0],ISR_sine_r[1],ISR_sine_r[2],Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19
1,1,0.467652142,0.53166467,-0.999316812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.467374444,0.531930745,-0.999305189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.467096686,0.53219676,-0.999293387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.466818869,0.532462656,-0.999281585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.466541022,0.532728553,-0.999269605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.466263115,0.532994449,-0.999257565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.465985179,0.533260226,-0.999245405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.465707183,0.533525944,-0.999233127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.465429157,0.533791661,-0.999220788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.465151072,0.53405726,-0.999208331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.464872956,0.534322858,-0.999195814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.464594781,0.534588397,-0.999183178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.464316547,0.534853816,-0.999170423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.464038283,0.535119236,-0.999157548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.463759989,0.535384655,-0.999144614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.463481635,0.535649955,-0.99913156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.463203222,0.535915196,-0.999118447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.462924778,0.536180437,-0.999105215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.462646276,0.536445558,-0.999091864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.462367743,0.53671068,-0.999078453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.462089181,0.536975741,-0.999064922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.461810529,0.537240744,-0.999051273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.461531848,0.537505686,-0.999037504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.461253136,0.537770569,-0.999023676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.460974365,0.538035393,-0.999009788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.460695565,0.538300216,-0.998995721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.460416704,0.53856492,-0.998981595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.460137814,0.538829625,-0.998967409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.459858865,0.53909421,-0.998953104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.459579855,0.539358795,-0.99893868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.459300816,0.53962332,-0.998924136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.459021747,0.539887786,-0.998909533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.458742619,0.540152192,-0.998894811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.45846343,0.540416539,-0.998879969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.458184212,0.540680885,-0.998865068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.457904935,0.540945113,-0.998850048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.457625628,0.54120934,-0.998834968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.45734629,0.541473448,-0.998819768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.457066894,0.541737556,-0.99880445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.456787437,0.542001605,-0.998789012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.456507951,0.542265594,-0.998773515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.456228405,0.542529523,-0.998757899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.45594883,0.542793393,-0.998742223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.455669194,0.543057203,-0.998726428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.455389529,0.543320954,-0.998710513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.455109805,0.543584704,-0.998694539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.45483005,0.543848336,-0.998678446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.454550236,0.544111967,-0.998662233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.454270393,0.544375539,-0.998645902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.453990489,0.544639051,-0.99862951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.453710556,0.544902503,-0.99861306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.453430563,0.545165896,-0.99859643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.453150541,0.54542923,-0.998579741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.452870458,0.545692503,-0.998562992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.452590346,0.545955718,-0.998546064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.452310175,0.546218932,-0.998529136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.452029973,0.546482027,-0.99851203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.451749712,0.546745121,-0.998494864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.451469421,0.547008157,-0.998477578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.451189071,0.547271132,-0.998460174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.450908691,0.547533989,-0.998442709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.450628281,0.547796845,-0.998425126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.450347781,0.548059702,-0.998407483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.450067282,0.548322439,-0.998389661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.449786693,0.548585117,-0.99837184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.449506104,0.548847735,-0.998353839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.449225456,0.549110353,-0.998335779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.448944747,0.549372852,-0.998317599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.44866401,0.549635351,-0.99829936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.448383212,0.54989779,-0.998281002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.448102385,0.55016017,-0.998262525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.447821498,0.55042243,-0.998243988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.447540581,0.55068469,-0.998225331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.447259635,0.550946951,-0.998206556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.446978629,0.551209092,-0.998187721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.446697563,0.551471174,-0.998168766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.446416467,0.551733196,-0.998149693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.446135342,0.551995218,-0.99813056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.445854157,0.552257121,-0.998111308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.445572913,0.552519023,-0.998091936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.445291638,0.552780867,-0.998072505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.445010334,0.553042591,-0.998052955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.444728971,0.553304315,-0.998033285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.444447577,0.553565979,-0.998013556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.444166124,0.553827584,-0.997993708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.443884641,0.554089129,-0.9979738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.443603098,0.554350615,-0.997953713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.443321526,0.5546121,-0.997933626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.443039894,0.554873466,-0.997913361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.442758232,0.555134773,-0.997893035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.442476511,0.55539608,-0.997872591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.44219476,0.555657327,-0.997852087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.441912979,0.555918455,-0.997831464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.441631138,0.556179583,-0.997810721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.441349238,0.556440651,-0.99778986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.441067308,0.55670166,-0.997768939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.440785348,0.556962609,-0.997747958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.440503329,0.557223499,-0.997726798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.44022128,0.557484329,-0.997705579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.439939171,0.557745099,-0.9976843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.439657032,0.55800581,-0.997662842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.439374834,0.558266521,-0.997641325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.439092606,0.558527112,-0.997619748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.438810319,0.558787704,-0.997597992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.438528001,0.559048176,-0.997576237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.438245654,0.559308648,-0.997554302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.437963247,0.559569061,-0.997532308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.437680781,0.559829414,-0.997510195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.437398314,0.560089707,-0.997487962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.437115759,0.560349941,-0.99746567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.436833203,0.560610116,-0.997443259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.436550558,0.56087023,-0.997420788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.436267912,0.561130285,-0.997398198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.435985208,0.561390281,-0.997375488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.435702443,0.561650217,-0.99735266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.435419649,0.561910152,-0.997329772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.435136825,0.562169969,-0.997306824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.434853941,0.562429786,-0.997283697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.434571028,0.562689483,-0.997260511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.434288055,0.562949181,-0.997237265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.434005052,0.563208818,-0.99721384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.433721989,0.563468397,-0.997190356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.433438897,0.563727915,-0.997166812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.433155775,0.563987315,-0.99714309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.432872593,0.564246714,-0.997119308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.432589352,0.564506114,-0.997095466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.432306081,0.564765394,-0.997071445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.43202278,0.565024614,-0.997047365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.43173945,0.565283775,-0.997023225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.431456059,0.565542877,-0.996998966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.431172609,0.565801978,-0.996974587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.43088913,0.56606096,-0.99695009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.43060562,0.566319942,-0.996925533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.430322051,0.566578805,-0.996900856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.430038452,0.566837668,-0.996876121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.429754794,0.567096472,-0.996851265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.429471105,0.567355216,-0.996826291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.429187387,0.56761384,-0.996801257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.42890361,0.567872465,-0.996776104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.428619772,0.56813103,-0.996750832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.428335935,0.568389535,-0.99672544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.428052008,0.568647981,-0.996699989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.427768081,0.568906367,-0.996674478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.427484095,0.569164753,-0.996648788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.427200079,0.56942302,-0.996623099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.426916003,0.569681227,-0.99659723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.426631868,0.569939375,-0.996571302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.426347733,0.570197523,-0.996545255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.426063538,0.570455551,-0.996519089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.425779283,0.57071358,-0.996492863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.425494999,0.570971489,-0.996466517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.425210685,0.571229398,-0.996440113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.424926311,0.571487248,-0.996413529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.424641907,0.571744978,-0.996386945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.424357474,0.572002709,-0.996360183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.424072981,0.57226038,-0.996333361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.423788458,0.572517991,-0.996306419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.423503876,0.572775543,-0.996279418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.423219264,0.573033035,-0.996252298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.422934592,0.573290467,-0.996225059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.42264989,0.57354784,-0.99619776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.422365159,0.573805153,-0.996170342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.422080368,0.574062407,-0.996142805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.421795547,0.574319661,-0.996115208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.421510696,0.574576795,-0.996087492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.421225786,0.57483387,-0.996059656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.420940816,0.575090945,-0.996031761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.420655847,0.5753479,-0.996003747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.420370817,0.575604856,-0.995975614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.420085728,0.575861692,-0.995947421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.419800609,0.576118529,-0.995919108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.419515461,0.576375246,-0.995890737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.419230253,0.576631963,-0.995862246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.418945014,0.576888621,-0.995833635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.418659747,0.577145219,-0.995804906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.418374419,0.577401698,-0.995776117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.418089062,0.577658176,-0.995747268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.417803645,0.577914596,-0.995718241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.417518198,0.578170955,-0.995689154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.417232722,0.578427255,-0.995659947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.416947186,0.578683496,-0.995630682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.41666162,0.578939676,-0.995601296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.416375995,0.579195797,-0.995571792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.416090339,0.579451859,-0.995542228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.415804654,0.579707921,-0.995512545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.415518939,0.579963863,-0.995482802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.415233165,0.580219746,-0.995452881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.414947331,0.580475569,-0.9954229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.414661467,0.580731392,-0.995392859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.414375573,0.580987096,-0.995362699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.41408965,0.58124274,-0.99533242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.413803667,0.581498384,-0.995302022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.413517654,0.58175391,-0.995271564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.413231581,0.582009435,-0.995240986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.412945479,0.5822649,-0.99521035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.412659347,0.582520247,-0.995179594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.412373155,0.582775593,-0.995148718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.412086934,0.58303082,-0.995117784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.411800653,0.583286047,-0.99508673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.411514372,0.583541214,-0.995055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.411228001,0.583796322,-0.995024323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.410941631,0.584051371,-0.994992971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.4106552,0.5843063,-0.9949615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.410368741,0.584561229,-0.994929969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.410082221,0.584816098,-0.994898319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.409795672,0.585070908,-0.99486661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.409509093,0.585325658,-0.994834721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.409222454,0.585580349,-0.994802833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.408935785,0.58583498,-0.994770765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.408649087,0.586089551,-0.994738638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.408362329,0.586344063,-0.994706392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.408075541,0.586598516,-0.994674087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.407788694,0.586852968,-0.994641662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.407501817,0.587107301,-0.994609118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.40721491,0.587361574,-0.994576514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.406927973,0.587615788,-0.994543791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.406640977,0.587869942,-0.994510949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.406353951,0.588124096,-0.994478047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.406066865,0.588378131,-0.994445026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.405779749,0.588632107,-0.994411886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.405492604,0.588886082,-0.994378686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.405205399,0.589139938,-0.994345367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.404918194,0.589393795,-0.994311929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.404630899,0.589647532,-0.994278431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.404343605,0.589901209,-0.994244814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.404056251,0.590154886,-0.994211137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.403768837,0.590408444,-0.994177341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.403481424,0.590662003,-0.994143426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.403193951,0.590915501,-0.994109392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.402906448,0.59116888,-0.994075298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.402618885,0.59142226,-0.994041145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.402331293,0.59167552,-0.994006813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.40204367,0.59192878,-0.993972421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.401755989,0.592181981,-0.993937969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.401468277,0.592435062,-0.993903339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.401180536,0.592688143,-0.993868649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.400892735,0.592941165,-0.993833899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.400604904,0.593194067,-0.993799031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.400317043,0.59344697,-0.993764043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.400029123,0.593699813,-0.993728936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.399741203,0.593952596,-0.993693769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.399453193,0.59420532,-0.993658483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.399165183,0.594457924,-0.993623137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.398877114,0.594710529,-0.993587673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.398589015,0.594963074,-0.993552089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.398300856,0.595215559,-0.993516445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.398012668,0.595467985,-0.993480623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.39772445,0.595720351,-0.9934448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.397436202,0.595972657,-0.993408799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.397147894,0.596224904,-0.993372738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.396859556,0.596477032,-0.993336618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.396571159,0.596729159,-0.993300378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.396282762,0.596981227,-0.993264019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.395994306,0.597233236,-0.993227541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.395705789,0.597485185,-0.993191004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.395417273,0.597737074,-0.993154347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.395128697,0.597988904,-0.99311763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.394840062,0.598240674,-0.993080735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.394551426,0.598492384,-0.99304384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.394262731,0.598744035,-0.993006766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.393974006,0.598995626,-0.992969632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
